osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,Air mark,Air,centroid_x,centroid_y
"187495160",5122,residential,Strada Decebal,,F,50,0,F,F,1,1,23.591,46.783
"188140645",5141,service,,,B,0,0,F,F,1,1,23.616,46.782
"188140647",5141,service,,,B,0,0,F,F,1,1,23.615,46.782
"188140650",5141,service,,,B,0,0,F,F,1,1,23.615,46.782
"188142392",5115,tertiary,Strada Câmpul Pâinii,,F,50,0,F,F,1,1,23.613,46.786
"188142393",5115,tertiary,Strada Câmpul Pâinii,,F,50,0,F,F,1,1,23.614,46.786
"188142394",5122,residential,Strada Câmpul Pâinii,,F,50,0,F,F,1,1,23.613,46.785
"188147420",5141,service,,,F,0,0,F,F,1,1,23.591,46.774
"188148194",5115,tertiary,Strada Fabricii de Chibrituri,,B,50,0,F,F,1,1,23.583,46.785
"188148195",5141,service,,,B,0,0,F,F,1,1,23.585,46.786
"188148196",5141,service,,,B,0,0,F,F,1,1,23.586,46.786
"188148197",5141,service,,,B,0,0,F,F,1,1,23.584,46.785
"188805979",5122,residential,Strada L?cr?mioarelor,,B,50,0,F,F,1,1,23.614,46.759
"188829421",5113,primary,Calea Flore?ti,DN1,B,50,0,F,F,3,2,23.554,46.759
"189104020",5141,service,,,B,0,0,F,F,1,1,23.549,46.762
"189104021",5141,service,,,B,0,0,F,F,1,1,23.550,46.762
"189104023",5141,service,,,B,0,0,F,F,1,1,23.549,46.762
"189647889",5141,service,,,B,0,0,F,F,1,1,23.592,46.740
"190358914",5122,residential,Strada Aramei,,B,50,0,F,F,1,1,23.576,46.782
"190358915",5122,residential,Strada Gruia,,B,50,0,F,F,1,1,23.579,46.779
"190358917",5122,residential,Strada Decebal,,B,50,0,F,F,1,1,23.590,46.782
"190358918",5122,residential,Strada K?vári László,,B,50,0,F,F,1,1,23.578,46.782
"190629952",5122,residential,Pia?a Mihai Viteazu,,F,50,0,F,F,1,1,23.590,46.774
"190629953",5113,primary,Pia?a Timotei Cipariu,DN1,F,60,0,F,F,3,2,23.599,46.768
"190629955",5114,secondary,Strada Borhanciului,DJ103G,B,0,0,F,F,2,1,23.648,46.747
"190653268",5114,secondary,Strada Constantin Brâncu?i,DJ103G,B,50,0,F,F,2,1,23.617,46.758
"190653269",5114,secondary,Strada Constantin Brâncu?i,DJ103G,B,50,0,F,F,2,1,23.617,46.758
"190904728",5141,service,,,B,0,0,F,F,1,1,23.602,46.780
"190904729",5141,service,,,F,50,0,F,F,1,1,23.603,46.780
"192160843",5141,service,,,B,50,0,F,F,1,1,23.635,46.780
"192160844",5141,service,,,B,50,0,F,F,1,1,23.634,46.780
"192232450",5114,secondary,Strada Frunzi?ului,,B,50,0,F,F,2,1,23.572,46.749
"192232451",5122,residential,Strada Armoniei,,B,50,0,F,F,1,1,23.576,46.752
"192897005",5122,residential,Aleea Bâlea,,F,50,0,F,F,1,1,23.565,46.750
"192898159",5122,residential,Strada Câmpului,,B,50,0,F,F,1,1,23.565,46.752
"195731310",5122,residential,Strada ?tefan Augustin Doina?,,B,50,0,F,F,1,1,23.590,46.749
"198218316",5141,service,,,B,0,0,F,F,1,1,23.590,46.783
"198218318",5141,service,,,B,0,0,F,F,1,1,23.591,46.783
"198218320",5141,service,,,B,0,0,F,F,1,1,23.590,46.783
"201769673",5141,service,Strada Emerson,,B,0,0,F,F,1,1,23.665,46.796
"201769674",5141,service,,,F,0,0,F,F,1,1,23.664,46.795
"201769675",5141,service,,,F,0,0,F,F,1,1,23.664,46.795
"201769676",5141,service,,,B,0,0,F,F,1,1,23.665,46.795
"201769677",5141,service,,,B,0,0,F,F,1,1,23.664,46.794
"201769678",5141,service,,,B,0,0,F,F,1,1,23.664,46.794
"201769679",5141,service,,,B,0,0,F,F,1,1,23.664,46.793
"201769680",5141,service,,,F,0,0,F,F,1,1,23.664,46.795
"201769682",5141,service,,,B,0,0,F,F,1,1,23.664,46.794
"201769683",5141,service,,,B,0,0,F,F,1,1,23.663,46.793
"201769684",5141,service,,,B,0,0,F,F,1,1,23.665,46.794
"202405155",5122,residential,Strada Louis Pasteur,,B,50,0,F,F,1,1,23.576,46.755
"202405156",5122,residential,Strada Zorilor,,B,50,0,F,F,1,1,23.579,46.755
"205274906",5122,residential,Strada M?rului,,B,50,0,F,F,1,1,23.590,46.765
"210311552",5153,footway,,,B,0,0,F,F,1,1,23.625,46.768
"210311553",5153,footway,,,B,0,0,F,F,1,1,23.622,46.768
"210311554",5153,footway,,,B,0,0,F,F,1,1,23.626,46.767
"210311555",5153,footway,,,B,0,0,F,F,1,1,23.624,46.767
"210311556",5153,footway,,,B,0,0,F,F,1,1,23.624,46.767
"210311557",5153,footway,,,B,0,0,F,F,1,1,23.624,46.768
"210311558",5153,footway,,,B,0,0,F,F,1,1,23.618,46.768
"210311559",5153,footway,,,B,0,0,F,F,1,1,23.624,46.767
"210311560",5153,footway,,,B,0,0,F,F,1,1,23.621,46.770
"210311561",5153,footway,,,B,0,0,F,F,1,1,23.624,46.767
"210311562",5153,footway,,,B,0,0,F,F,1,1,23.630,46.767
"210311563",5153,footway,,,B,0,0,F,F,1,1,23.626,46.768
"210311564",5153,footway,,,B,0,0,F,F,1,1,23.622,46.768
"210311565",5141,service,,,B,0,0,F,F,1,1,23.622,46.770
"210311566",5153,footway,,,B,0,0,F,F,1,1,23.621,46.768
"210311567",5153,footway,,,B,0,0,F,F,1,1,23.627,46.769
"210311568",5153,footway,,,B,0,0,F,F,1,1,23.630,46.767
"210311569",5153,footway,,,B,0,0,F,F,1,1,23.623,46.768
"210311570",5153,footway,,,B,0,0,F,F,1,1,23.620,46.768
"210311571",5153,footway,,,B,0,0,F,F,1,1,23.628,46.767
"210311572",5141,service,,,B,0,0,F,F,1,1,23.628,46.770
"210311573",5153,footway,,,B,0,0,F,F,1,1,23.618,46.769
"210311574",5141,service,,,B,0,0,F,F,1,1,23.628,46.769
"210311575",5153,footway,,,B,0,0,F,F,1,1,23.627,46.769
"210311576",5153,footway,,,B,0,0,F,F,1,1,23.628,46.767
"210311577",5153,footway,,,B,0,0,F,F,1,1,23.624,46.766
"210311578",5153,footway,,,B,0,0,F,F,1,1,23.618,46.769
"210311579",5141,service,,,B,0,0,F,F,1,1,23.626,46.770
"210311580",5153,footway,,,B,0,0,F,F,1,1,23.627,46.770
"210311581",5153,footway,,,B,0,0,F,F,1,1,23.630,46.767
"210311582",5153,footway,,,B,0,0,F,F,1,1,23.622,46.768
"210311583",5153,footway,,,B,0,0,F,F,1,1,23.627,46.767
"210311584",5153,footway,,,B,0,0,F,F,1,1,23.630,46.766
"210597392",5113,primary,Strada Regele Ferdinand,DN1F,F,50,0,F,F,3,2,23.588,46.773
"210653248",5153,footway,,,B,0,0,F,F,1,1,23.578,46.769
"210653250",5153,footway,,,B,0,0,F,F,1,1,23.577,46.769
"210653253",5153,footway,,,B,0,0,F,F,1,1,23.577,46.769
"210653254",5153,footway,,,B,0,0,F,F,1,1,23.576,46.768
"210653255",5153,footway,,,B,0,0,F,F,1,1,23.576,46.769
"210653257",5153,footway,,,B,0,0,F,F,1,1,23.577,46.769
"210653258",5153,footway,,,B,0,0,F,F,1,1,23.578,46.769
"210653259",5153,footway,,,B,0,0,F,F,1,1,23.575,46.768
"210653261",5153,footway,,,B,0,0,F,F,1,1,23.575,46.768
"210655726",5124,pedestrian,,,B,0,0,F,F,1,1,23.574,46.768
"210655727",5124,pedestrian,,,B,0,0,F,F,1,1,23.571,46.768
"213708873",5153,footway,,,B,0,0,F,F,1,1,23.558,46.759
"213708875",5153,footway,,,B,0,0,F,F,1,1,23.557,46.758
"213708876",5153,footway,,,B,0,0,F,F,1,1,23.558,46.758
"213708878",5153,footway,,,B,0,0,F,F,1,1,23.558,46.760
"213708879",5153,footway,,,B,0,0,F,F,1,1,23.558,46.758
"213708881",5153,footway,,,B,0,0,F,F,1,1,23.558,46.758
"213708882",5153,footway,,,B,0,0,F,F,1,1,23.557,46.758
"213708883",5153,footway,,,B,0,0,F,F,1,1,23.557,46.758
"215041117",5122,residential,Strada Melodiei,,B,50,0,F,F,1,1,23.576,46.751
"215349957",5122,residential,Strada Melodiei,,B,0,0,F,F,1,1,23.577,46.751
"216266007",5153,footway,,,B,0,0,F,F,1,1,23.546,46.757
"216847033",5122,residential,Strada Muncitorilor,,F,50,0,F,F,1,1,23.607,46.768
"217327918",5113,primary,Strada Giordano Bruno,DN1F,B,50,1,T,F,3,2,23.582,46.786
"217327921",5122,residential,Strada Parcul Feroviarilor,,B,50,0,F,F,1,1,23.597,46.785
"217327923",5122,residential,Strada Bl?narilor,,B,50,0,F,F,1,1,23.598,46.785
"217333042",5141,service,,,B,0,0,F,F,1,1,23.607,46.778
"217333043",5141,service,,,B,0,0,F,F,1,1,23.607,46.778
"217333044",5141,service,,,B,0,0,F,F,1,1,23.608,46.778
"217333880",5141,service,,,B,0,0,F,F,1,1,23.609,46.778
"217333881",5141,service,,,B,0,0,F,F,1,1,23.609,46.778
"217333882",5141,service,,,B,0,0,F,F,1,1,23.609,46.778
"217337575",5141,service,,,B,0,0,F,F,1,1,23.561,46.780
"217339825",5141,service,,,B,0,0,F,F,1,1,23.559,46.779
"217339826",5141,service,,,B,0,0,F,F,1,1,23.559,46.778
"217339827",5141,service,,,F,0,0,F,F,1,1,23.561,46.779
"217339828",5141,service,,,B,0,0,F,F,1,1,23.560,46.779
"217832828",5122,residential,Strada Edgar Quinet,,B,50,0,F,F,1,1,23.565,46.746
"220554517",5153,footway,Alee Parc Colina,,B,0,0,F,F,1,1,23.539,46.753
"221452296",5123,living_street,Aleea Blocuri Trifoiului,,B,50,0,F,F,1,1,23.606,46.755
"221452994",5122,residential,Strada Theodor Capidan,,B,50,0,F,F,1,1,23.604,46.753
"222352715",5122,residential,Strada Ilarie Chendi,,B,50,0,F,F,1,1,23.566,46.779
"222352717",5122,residential,Strada Vântului,,B,50,0,F,F,1,1,23.568,46.777
"222352721",5122,residential,Strada Zefirului,,B,50,0,F,F,1,1,23.564,46.778
"222352723",5122,residential,Strada Mistralului,,B,50,0,F,F,1,1,23.563,46.778
"222352725",5122,residential,Strada Bradului,,F,50,0,F,F,1,1,23.565,46.777
"222352726",5122,residential,,,B,50,0,F,F,1,1,23.562,46.779
"222352727",5122,residential,Strada Vasile Cârlova,,B,50,0,F,F,1,1,23.566,46.780
"222352728",5122,residential,Strada Vântului,,B,50,0,F,F,1,1,23.564,46.777
"222352729",5122,residential,Strada Povârni?ului,,B,50,0,F,F,1,1,23.562,46.778
"222352730",5122,residential,,,B,50,0,F,F,1,1,23.563,46.779
"223303501",5141,service,,,B,0,0,F,F,1,1,23.562,46.764
"223303502",5141,service,,,B,0,0,F,F,1,1,23.562,46.763
"223357638",5153,footway,,,B,0,0,F,F,1,1,23.581,46.773
"223357639",5141,service,,,B,0,0,F,F,1,1,23.582,46.775
"223357640",5141,service,,,B,0,0,F,F,1,1,23.582,46.775
"223357853",5155,steps,Aleea Sc?rilor,,B,0,0,F,F,1,1,23.584,46.774
"223357859",5155,steps,,,B,0,0,F,F,1,1,23.582,46.773
"223357860",5155,steps,,,B,0,0,F,F,1,1,23.584,46.773
"223357861",5155,steps,,,B,0,0,F,F,1,1,23.583,46.773
"223357862",5155,steps,,,B,0,0,F,F,1,1,23.584,46.773
"223357863",5153,footway,Aleea a 2-a,,B,0,0,F,F,1,1,23.584,46.774
"227215083",5122,residential,Strada Spicului,,B,50,0,F,F,1,1,23.570,46.792
"227215084",5122,residential,Strada Viile Dâmbul Rotund,,B,50,0,F,F,1,1,23.569,46.795
"227225745",5122,residential,Strada Alexandru Odobescu,,B,50,0,F,F,1,1,23.574,46.791
"227225746",5122,residential,Strada Constantin Br?iloiu,,B,50,0,F,F,1,1,23.569,46.793
"227225747",5122,residential,Strada Cucului,,B,50,0,F,F,1,1,23.574,46.792
"227225748",5122,residential,Strada Dealului,,B,50,0,F,F,1,1,23.574,46.794
"227225749",5122,residential,Strada Dropiei,,B,50,0,F,F,1,1,23.573,46.793
"227225750",5122,residential,Strada Dâmbul Rotund,,B,50,0,F,F,1,1,23.576,46.790
"227225751",5122,residential,Strada Privighetorii,,B,50,0,F,F,1,1,23.572,46.793
"227225752",5122,residential,Strada Smaraldului,,B,50,0,F,F,1,1,23.573,46.795
"227226879",5122,residential,Strada Colonia Breaza,,B,50,0,F,F,1,1,23.577,46.799
"227226880",5141,service,Strada Perlei,,B,50,0,F,F,1,1,23.562,46.797
"227226881",5141,service,Strada Perlei,,B,50,0,F,F,1,1,23.565,46.797
"227226882",5122,residential,Strada Perlei,,B,50,0,F,F,1,1,23.569,46.798
"227226883",5122,residential,Strada Rubinului,,B,50,0,F,F,1,1,23.569,46.797
"227226884",5122,residential,Strada Vulpii,,B,50,0,F,F,1,1,23.564,46.788
"227226885",5141,service,,,B,0,0,F,F,1,1,23.562,46.789
"227226886",5141,service,,,B,0,0,F,F,1,1,23.559,46.792
"227226887",5122,residential,Strada Colonia Breaza,,B,50,0,F,F,1,1,23.578,46.796
"227408550",5113,primary,Strada Corneliu Coposu,DN1F,F,50,0,F,F,3,2,23.558,46.784
"227631024",5154,path,,,B,0,0,F,F,1,1,23.556,46.765
"229531302",5153,footway,,,B,0,0,F,F,1,1,23.578,46.770
"229531303",5153,footway,,,B,0,0,F,F,1,1,23.579,46.770
"229531304",5152,cycleway,,,B,0,0,F,F,2,1,23.576,46.770
"229531305",5153,footway,,,B,0,0,F,F,1,1,23.575,46.769
"229531306",5152,cycleway,,,B,0,0,F,F,2,1,23.581,46.771
"229531307",5153,footway,,,B,0,0,F,F,1,1,23.581,46.771
"229531308",5153,footway,,,B,0,0,F,F,1,1,23.581,46.771
"229531309",5153,footway,,,B,0,0,F,F,1,1,23.579,46.771
"229531310",5153,footway,,,B,0,0,F,F,1,1,23.580,46.771
"229531311",5153,footway,,,B,0,0,F,F,1,1,23.581,46.771
"229531312",5153,footway,,,B,0,0,F,F,1,1,23.582,46.771
"229531313",5153,footway,,,B,0,0,F,F,1,1,23.582,46.771
"229531314",5153,footway,,,B,0,0,F,F,1,1,23.583,46.771
"229531315",5153,footway,,,B,0,0,F,F,1,1,23.577,46.769
"229531316",5153,footway,,,B,0,0,F,F,1,1,23.577,46.769
"229531317",5153,footway,,,B,0,0,F,F,1,1,23.575,46.768
"229531318",5153,footway,,,B,0,0,F,F,1,1,23.575,46.768
"229531319",5153,footway,,,B,0,0,F,F,1,1,23.582,46.771
"229639419",5153,footway,,,B,0,0,F,F,1,1,23.612,46.777
"229639528",5153,footway,,,B,0,0,F,F,1,1,23.614,46.780
"229639567",5153,footway,,,B,0,0,F,F,1,1,23.613,46.778
"230499612",5141,service,,,B,0,0,F,F,1,1,23.554,46.772
"230499613",5153,footway,,,B,0,0,F,F,1,1,23.579,46.770
"230503240",5123,living_street,,,B,0,0,F,F,1,1,23.555,46.772
"230503370",5153,footway,,,B,0,0,F,F,1,1,23.576,46.768
"230503371",5153,footway,,,B,0,0,F,F,1,1,23.567,46.771
"230503372",5153,footway,,,B,0,0,F,F,1,1,23.567,46.770
"230525145",5122,residential,Strada Fadrusz Janos,,B,50,0,F,F,1,1,23.603,46.752
"231374316",5153,footway,,,B,0,0,F,F,1,1,23.547,46.766
"231374318",5122,residential,Strada Matei Millo,,B,50,0,F,F,1,1,23.566,46.769
"231374319",5122,residential,Strada Fântânele,,B,0,0,F,F,1,1,23.548,46.767
"231374320",5153,footway,,,B,0,0,F,F,1,1,23.584,46.774
"231374321",5141,service,,,B,50,0,F,F,1,1,23.568,46.764
"231374322",5155,steps,Strada Galileo Galilei,,B,0,0,F,F,1,1,23.585,46.775
"231510969",5154,path,,,B,0,0,F,F,1,1,23.559,46.690
"231630700",5114,secondary,Strada Observatorului,DN1,B,50,0,F,F,2,1,23.594,46.756
"234994956",5141,service,Strada Dun?rii,,B,0,0,F,F,1,1,23.646,46.778
"234995144",5142,track,,,B,0,0,F,F,1,1,23.648,46.771
"236520065",5123,living_street,,,B,30,0,F,F,1,1,23.606,46.754
"236948559",5122,residential,Strada Colonia Breaza,,B,50,0,F,F,1,1,23.585,46.797
"236948560",5122,residential,,,B,0,0,F,F,1,1,23.573,46.830
"236948561",5142,track,,,B,0,0,F,F,1,1,23.581,46.807
"236948562",5142,track,,,B,0,0,F,F,1,1,23.564,46.813
"236948563",5142,track,,,B,0,0,F,F,1,1,23.558,46.818
"236948564",5142,track,,,B,0,0,F,F,1,1,23.556,46.827
"236948565",5142,track,,,B,0,0,F,F,1,1,23.584,46.799
"236948567",5122,residential,,,B,0,0,F,F,1,1,23.563,46.829
"236948568",5142,track,,,B,0,0,F,F,1,1,23.589,46.800
"236948569",5142,track,,,B,0,0,F,F,1,1,23.586,46.799
"236948570",5142,track,,,B,0,0,F,F,1,1,23.584,46.801
"236948571",5142,track,,,B,0,0,F,F,1,1,23.584,46.803
"238831301",5114,secondary,Strada Aurel Vlaicu,DJ105S,B,50,0,F,F,2,1,23.638,46.782
"238893481",5153,footway,,,B,0,0,F,F,1,1,23.638,46.781
"238893482",5153,footway,,,B,0,0,F,F,1,1,23.638,46.780
"238893483",5141,service,,,B,0,0,F,F,1,1,23.637,46.782
"238893484",5141,service,,,B,0,0,F,F,1,1,23.638,46.781
"238893485",5141,service,,,B,0,0,F,F,1,1,23.638,46.781
"238893486",5141,service,,,B,0,0,F,F,1,1,23.638,46.781
"238898881",5114,secondary,Calea Some?eni,DJ105S,F,0,0,F,F,2,1,23.637,46.782
"238900586",5122,residential,Aleea Meziad,,F,50,0,F,F,1,1,23.550,46.751
"238900587",5122,residential,Aleea Gurghiu,,B,50,0,F,F,1,1,23.549,46.752
"238943200",5153,footway,,,B,0,0,F,F,1,1,23.579,46.763
"238943201",5155,steps,,,B,0,0,F,F,1,1,23.579,46.763
"238943202",5155,steps,,,B,0,0,F,F,1,1,23.579,46.763
"238943203",5153,footway,,,B,0,0,F,F,1,1,23.579,46.763
"238943204",5141,service,,,B,0,0,F,F,1,1,23.579,46.763
"238943205",5153,footway,,,B,0,0,F,F,1,1,23.579,46.763
"238943371",5153,footway,,,B,0,0,F,F,1,1,23.582,46.762
"239029699",5155,steps,,,B,0,0,F,F,1,1,23.583,46.765
"239042982",5141,service,Strada Donath,,B,50,0,F,F,1,1,23.561,46.773
"239042983",5114,secondary,Strada Donath,,B,50,0,F,F,2,1,23.559,46.773
"239068596",5155,steps,,,B,0,0,F,F,1,1,23.561,46.773
"239069926",5123,living_street,,,B,0,0,F,F,1,1,23.561,46.773
"239133633",5153,footway,,,B,0,0,F,F,1,1,23.612,46.780
"239189344",5114,secondary,Strada Donath,,B,50,0,F,F,2,1,23.554,46.771
"239189345",5123,living_street,,,B,0,0,F,F,1,1,23.560,46.773
"239189346",5123,living_street,,,B,0,0,F,F,1,1,23.559,46.773
"239189347",5123,living_street,,,B,0,0,F,F,1,1,23.558,46.773
"239289126",5141,service,Strada Donath,,B,50,0,F,F,1,1,23.561,46.774
"240222769",5122,residential,Strada Vân?torului,,B,50,0,F,F,1,1,23.574,46.779
"240222933",5153,footway,,,B,0,0,F,F,1,1,23.564,46.773
"240223942",5141,service,,,B,0,0,F,F,1,1,23.555,46.757
"240224574",5122,residential,Aleea Bârsei,,B,50,0,F,F,1,1,23.611,46.779
"240503482",5153,footway,,,B,0,0,F,F,1,1,23.626,46.766
"240503483",5153,footway,,,B,0,0,F,F,1,1,23.625,46.765
"240503484",5155,steps,,,B,0,0,F,F,1,1,23.626,46.765
"240503485",5153,footway,,,B,0,0,F,F,1,1,23.629,46.765
"240503486",5153,footway,,,B,0,0,F,F,1,1,23.628,46.765
"240503487",5153,footway,,,B,0,0,F,F,1,1,23.626,46.764
"240503488",5153,footway,,,B,0,0,F,F,1,1,23.626,46.765
"240503489",5153,footway,,,B,0,0,F,F,1,1,23.628,46.765
"240503490",5153,footway,,,B,0,0,F,F,1,1,23.627,46.766
"240503491",5153,footway,,,B,0,0,F,F,1,1,23.627,46.765
"240508836",5141,service,,,B,0,0,F,F,1,1,23.628,46.764
"240508838",5122,residential,Strada Ion Negoi?escu,,B,50,0,F,F,1,1,23.632,46.764
"240508839",5122,residential,Aleea George Topârceanu,,B,50,0,F,F,1,1,23.633,46.765
"240508841",5141,service,,,B,50,0,F,F,1,1,23.633,46.766
"240940089",5153,footway,,,B,0,0,F,F,1,1,23.619,46.762
"240940112",5153,footway,,,B,0,0,F,F,1,1,23.622,46.763
"240940113",5153,footway,,,B,0,0,F,F,1,1,23.622,46.763
"240940114",5153,footway,,,B,0,0,F,F,1,1,23.622,46.764
"240941235",5141,service,,,F,0,0,F,F,1,1,23.624,46.765
"240941236",5141,service,,,B,0,0,F,F,1,1,23.623,46.766
"240941242",5141,service,,,B,0,0,F,F,1,1,23.622,46.767
"240941243",5141,service,,,B,0,0,F,F,1,1,23.621,46.767
"240941244",5153,footway,,,B,0,0,F,F,1,1,23.622,46.767
"240944387",5153,footway,,,B,0,0,F,F,1,1,23.621,46.767
"240944388",5141,service,,,B,0,0,F,F,1,1,23.621,46.767
"240944391",5141,service,,,B,0,0,F,F,1,1,23.624,46.766
"240944392",5141,service,,,B,50,0,F,F,1,1,23.624,46.768
"240944393",5141,service,,,B,50,0,F,F,1,1,23.625,46.767
"240964924",5141,service,,,B,0,0,F,F,1,1,23.625,46.771
"240964925",5155,steps,,,B,0,0,F,F,1,1,23.625,46.771
"240964927",5141,service,,,B,0,0,F,F,1,1,23.625,46.770
"240964928",5141,service,,,B,0,0,F,F,1,1,23.623,46.770
"240964929",5141,service,,,B,0,0,F,F,1,1,23.625,46.769
"240964930",5141,service,,,B,0,0,F,F,1,1,23.624,46.769
"240964931",5153,footway,,,B,0,0,F,F,1,1,23.624,46.768
"240964934",5141,service,,,B,0,0,F,F,1,1,23.625,46.768
"240964937",5141,service,,,B,0,0,F,F,1,1,23.629,46.769
"240964938",5141,service,,,B,0,0,F,F,1,1,23.629,46.768
"240964939",5141,service,,,B,0,0,F,F,1,1,23.629,46.769
"240964945",5141,service,,,B,0,0,F,F,1,1,23.630,46.771
"240964946",5141,service,,,B,0,0,F,F,1,1,23.631,46.771
"240964947",5153,footway,,,B,0,0,F,F,1,1,23.631,46.772
"240972898",5141,service,,,B,50,0,F,F,1,1,23.616,46.768
"240972899",5141,service,,,B,50,0,F,F,1,1,23.617,46.768
"240972901",5153,footway,,,B,0,0,F,F,1,1,23.619,46.768
"240972902",5153,footway,,,B,0,0,F,F,1,1,23.619,46.768
"240974537",5153,footway,,,B,0,0,F,F,1,1,23.618,46.763
"241118449",5141,service,Strada Constantin Brâncu?i,,B,50,0,F,F,1,1,23.616,46.758
"241118451",5122,residential,Strada Constantin Brâncu?i,,B,50,0,F,F,1,1,23.617,46.758
"241118452",5141,service,,,B,50,0,F,F,1,1,23.617,46.757
"241118472",5141,service,,,B,50,0,F,F,1,1,23.615,46.763
"241855348",5122,residential,Strada Fâna?elor,,B,50,0,F,F,1,1,23.609,46.800
"241858650",5141,service,,,B,0,0,F,F,1,1,23.611,46.797
"241858652",5141,service,,,B,0,0,F,F,1,1,23.611,46.798
"242029096",5141,service,,,B,50,0,F,F,1,1,23.625,46.766
"242180220",5122,residential,Strada Jean Jaures,,B,50,0,F,F,1,1,23.583,46.788
"242180593",5153,footway,,,B,0,0,F,F,1,1,23.583,46.788
"242182112",5153,footway,,,B,0,-1,F,T,1,1,23.586,46.785
"242183674",5122,residential,Strada Jean Jaures,,B,50,0,F,F,1,1,23.582,46.789
"242195587",5141,service,,,B,50,0,F,F,1,1,23.565,46.760
"242455623",5141,service,,,B,50,0,F,F,1,1,23.607,46.768
"242460376",5141,service,,,B,0,0,F,F,1,1,23.612,46.769
"242460408",5141,service,,,B,50,0,F,F,1,1,23.614,46.777
"242460409",5141,service,,,B,50,0,F,F,1,1,23.613,46.777
"242460410",5141,service,,,B,50,0,F,F,1,1,23.614,46.777
"242460411",5141,service,,,B,50,0,F,F,1,1,23.613,46.777
"242578415",5122,residential,Strada Foi?orului,,B,0,0,F,F,1,1,23.574,46.711
"242578416",5122,residential,Strada Foi?orului,,B,0,0,F,F,1,1,23.576,46.711
"242578417",5141,service,,,B,0,0,F,F,1,1,23.574,46.711
"242578418",5122,residential,Strada Cerbului,,B,0,0,F,F,1,1,23.572,46.712
"242578419",5122,residential,,,B,0,0,F,F,1,1,23.573,46.713
"242578421",5141,service,Strada Fr?gu?ei,,B,0,0,F,F,1,1,23.571,46.714
"242578423",5141,service,,,B,0,0,F,F,1,1,23.568,46.722
"242578424",5122,residential,Strada Lumini?ului,,B,0,0,F,F,1,1,23.574,46.728
"242578439",5122,residential,Strada Constantin Nottara,,B,50,0,F,F,1,1,23.602,46.754
"242950137",5122,residential,Strada M?cinului,,B,50,0,F,F,1,1,23.610,46.760
"242950146",5141,service,,,B,0,0,F,F,1,1,23.619,46.775
"242950148",5141,service,,,B,0,0,F,F,1,1,23.619,46.776
"242950149",5141,service,,,B,0,0,F,F,1,1,23.620,46.775
"242950151",5141,service,,,B,0,0,F,F,1,1,23.619,46.776
"242950171",5141,service,,,B,0,0,F,F,1,1,23.619,46.778
"242953174",5141,service,,,B,0,0,F,F,1,1,23.618,46.778
"242953175",5141,service,,,B,0,0,F,F,1,1,23.619,46.778
"242953176",5141,service,,,B,0,0,F,F,1,1,23.620,46.778
"242953178",5141,service,,,B,0,0,F,F,1,1,23.617,46.778
"242953179",5141,service,,,B,0,0,F,F,1,1,23.618,46.778
"242953180",5141,service,,,B,0,0,F,F,1,1,23.618,46.779
"242953183",5141,service,,,F,0,0,F,F,1,1,23.615,46.778
"242953184",5141,service,,,F,0,0,F,F,1,1,23.615,46.778
"242953190",5141,service,,,B,0,0,F,F,1,1,23.610,46.777
"243061570",5141,service,,,B,0,0,F,F,1,1,23.616,46.780
"243061578",5141,service,,,B,0,0,F,F,1,1,23.618,46.780
"243061579",5141,service,,,B,0,0,F,F,1,1,23.618,46.780
"243061581",5141,service,,,B,0,0,F,F,1,1,23.618,46.780
"243064143",5122,residential,Strada Baba Novac,,F,50,0,F,F,1,1,23.596,46.770
"243064426",5141,service,,,B,0,0,F,F,1,1,23.614,46.770
"243064427",5141,service,,,B,0,0,F,F,1,1,23.615,46.770
"243065797",5113,primary,Pia?a Avram Iancu,DN1,F,60,0,F,F,3,2,23.596,46.773
"243147662",5141,service,,,B,0,0,F,F,1,1,23.632,46.776
"243147687",5141,service,,,B,0,0,F,F,1,1,23.638,46.778
"243147688",5141,service,,,B,0,0,F,F,1,1,23.638,46.780
"243147689",5141,service,,,B,0,0,F,F,1,1,23.638,46.780
"243148086",5153,footway,,,B,0,0,F,F,1,1,23.634,46.775
"243206194",5114,secondary,,,F,30,0,F,F,2,1,23.558,46.760
"243263328",5141,service,Aleea Bâlea,,B,0,0,F,F,1,1,23.565,46.751
"243263340",5141,service,Aleea Cioplea,,B,50,0,F,F,1,1,23.564,46.752
"243288274",5141,service,,,B,50,0,F,F,1,1,23.561,46.749
"243381197",5153,footway,,,B,0,0,F,F,1,1,23.622,46.767
"243381198",5153,footway,,,B,0,0,F,F,1,1,23.621,46.767
"243381219",5153,footway,,,B,0,0,F,F,1,1,23.621,46.767
"243381321",5141,service,,,B,0,0,F,F,1,1,23.621,46.767
"243381322",5141,service,,,B,0,0,F,F,1,1,23.622,46.767
"243381323",5153,footway,,,B,0,0,F,F,1,1,23.622,46.767
"243381324",5153,footway,,,B,0,0,F,F,1,1,23.623,46.767
"243413651",5153,footway,,,B,0,0,F,F,1,1,23.627,46.775
"243413661",5141,service,,,B,0,0,F,F,1,1,23.629,46.777
"243413663",5141,service,,,B,0,0,F,F,1,1,23.629,46.777
"243413676",5141,service,,,B,50,0,F,F,1,1,23.630,46.777
"243413680",5141,service,,,B,0,0,F,F,1,1,23.631,46.777
